,0,1,2,3,4,5,6,7
10.0,5.346207141711565,1.3365517854278912,0.9418024894355314,0.9704971318756263,OK,NOT OK,NOT OK,NOT OK
11.333333333333334,5.346207141711565,1.3365517854278912,0.9418024894355314,1.021347028781699,OK,NOT OK,NOT OK,NOT OK
12.666666666666666,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0754504864582155,OK,NOT OK,NOT OK,NOT OK
14.0,5.346207141711565,1.3365517854278912,0.9418024894355314,1.1325517883988936,OK,OK,NOT OK,NOT OK
15.333333333333332,5.346207141711565,1.3365517854278912,0.9418024894355314,1.1922502382207647,OK,OK,NOT OK,NOT OK
16.666666666666664,5.346207141711565,1.3365517854278912,0.9418024894355314,1.2539223163017688,OK,OK,NOT OK,NOT OK
18.0,5.346207141711565,1.3365517854278912,0.9418024894355314,1.316589026726881,OK,OK,OK,NOT OK
19.333333333333332,5.346207141711565,1.3365517854278912,0.9418024894355314,1.378670521902581,OK,OK,OK,NOT OK
20.666666666666664,5.346207141711565,1.3365517854278912,0.9418024894355314,1.4374765523974622,OK,OK,OK,NOT OK
22.0,5.346207141711565,1.3365517854278912,0.9418024894355314,1.4879425725998399,OK,OK,OK,NOT OK
