,0,1,2,3,4,5,6,7
2.5,5.346207141711565,2.138482856684626,1.9060742224850866,1.3289047559180762,OK,OK,NOT OK,NOT OK
2.7777777777777777,5.346207141711565,1.9246345710161634,1.6274347017445987,1.2740180271584842,OK,OK,NOT OK,NOT OK
3.0555555555555554,5.346207141711565,1.7496677918328758,1.410634640503212,1.2244808092551134,OK,OK,NOT OK,NOT OK
3.3333333333333335,5.346207141711565,1.6038621425134694,1.2380315236280675,1.1798097498326308,OK,OK,NOT OK,NOT OK
3.611111111111111,5.346207141711565,1.4804881315508949,1.0979651200489562,1.1394973588243555,OK,OK,NOT OK,NOT OK
3.888888888888889,5.346207141711565,1.3747389792972595,0.9824524017659154,1.1030539995947577,OK,OK,NOT OK,NOT OK
4.166666666666667,5.346207141711565,1.2830897140107755,0.8858632464383986,1.0700289388171977,OK,OK,NOT OK,NOT OK
4.444444444444445,5.346207141711565,1.2028966068851021,0.8041250626108958,1.0400185627515062,OK,NOT OK,NOT OK,NOT OK
4.722222222222222,5.346207141711565,1.1321379829506844,0.7342267281608055,1.0126672526550757,OK,NOT OK,NOT OK,NOT OK
5.0,5.346207141711565,1.069241428342313,0.6738990040820404,0.9876645286454245,OK,NOT OK,NOT OK,NOT OK
