,0,1,2,3,4,5,6,7
500000000.0,5.346207141711565,1.3365517854278912,0.9418024894355314,1.1206827768992544,OK,OK,NOT OK,NOT OK
555555555.5555556,5.346207141711565,1.3365517854278912,0.9418024894355314,1.101893097404302,OK,OK,NOT OK,NOT OK
611111111.111111,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0866412969469619,OK,OK,NOT OK,NOT OK
666666666.6666667,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0740147050703575,OK,OK,NOT OK,NOT OK
722222222.2222222,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0633895458546503,OK,OK,NOT OK,NOT OK
777777777.7777778,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0543250744575121,OK,OK,NOT OK,NOT OK
833333333.3333334,5.346207141711565,1.3365517854278912,0.9418024894355314,1.046501061370612,OK,OK,NOT OK,NOT OK
888888888.888889,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0396792507932764,OK,OK,NOT OK,NOT OK
944444444.4444444,5.346207141711565,1.3365517854278912,0.9418024894355314,1.0336787158682346,OK,OK,NOT OK,NOT OK
1000000000.0,5.346207141711565,1.3365517854278912,0.9418024894355314,1.028359598245594,OK,OK,NOT OK,NOT OK
